"LOCATION","MEAN_RATE_NEO","MEAN_RATE_NEO_U5","FERTILITY_RATE_LAGGED","PLUS_65_YEARS_LAGGED","PUBLIC_EXP_PER_CAP_LAGGED","HEALTH_EXP_LAGGED","GDP_PER_CAP_LAGGED","OOP_PER_CAP_LAGGED","GINI_LAGGED","POVERTY_GAP_LAGGED","INFLATION_LAGGED","UNEMPLOYMENT_LAGGED","BASIC_SANITATION_LAGGED","BASIC_WATER_LAGGED","UNEMPLOYMENT_FEM_LAGGED","SCHOOL_FEM_LAGGED","WOMEN_PARLIAMENT_LAGGED","SCHOOL_LIFE_EXP_LAGGED","OUT_OF_SCHOOL_LAGGED","CONTROL_CORRUPTION_LAGGED","GOV_EFFECTIVENESS_LAGGED","POLITICAL_STABILITY_LAGGED","REGULATORY_QUALITY_LAGGED","RULE_OF_LAW_LAGGED","UNDERNOURISHMENT_LAGGED","DOCTORS_LAGGED","DELIVERY_ASSISTANCE_LAGGED","AIDS_PREVALENCE_LAGGED","MALARIA_INCIDENCE_LAGGED","DPT_LAGGED","HOSPITAL_BEDS_LAGGED","ELECTRICITY_LAGGED","URBAN_RATE_LAGGED","SURFACE","pop","POP_DENS","LONG","LAT","OTHER_EXP_LAGGED"
"Paraguay",5.93307909112139,8.4226163494224,2.54392880379318,0.0558370713268965,995.813454525677,55.6610198966951,1601.24415660213,38.8809695093146,39.6,1.3,5.52701667480362,4.44099998474121,83.3216165449361,91.8652912292105,5.98799991607666,4.44072666666667,12.5,4.29789666666667,12.5248033333333,-0.767439433333333,-0.888781766666667,-0.799787,-0.349507466666667,-0.848787733333333,8.1,1.2774,95.7,0.5,0.028137043569234,91.3333333333333,1.3,97.8343453333333,59.584,406751.9921875,6195153.37234858,15.2307880264611,-58.3873878335057,-23.2480419462921,940.152434628982
"Peru",7.88185570631225,7.77198551307865,2.65662804124067,0.06950471498712,143.111532334324,12.0873683158151,355.393360986918,6.55780768970028,33.6666666666667,1.46666666666667,2.85111353949255,3.34299993515014,71.2563518475838,87.8029946863189,3.63966663678487,4.67664333333333,23.525641025641,4.66176,2.35459,-0.273073266666667,-0.164425,-0.889343266666667,0.468617,-0.571272466666667,7,1.03055,85.1666666666667,0.3,3.16649573001096,93,1.5,89.6433533333333,76.617,1285220,29435253.7281751,22.9028911222787,-74.3918058168472,-9.19156290513455,131.024164018509
"Philippines",10.5074208958463,12.4913844803508,3.36336176132711,0.0425856042344778,20.848508302993,0.975331921507752,58.6158308146073,1.44589383100443,36.3,2.3,3.84507243546935,3.56699999173482,69.8053176601404,90.599932344594,3.78399999936422,NA,22.6391683433937,NA,NA,-0.663489166666667,0.0666838,-1.410394,-0.174089666666667,-0.5289328,13.2666666666667,1.2717,72.2,0.1,0.582675062122409,84.6666666666667,0.75,85.1766255696615,45.522,300000,98300827.2060068,327.669424020023,122.902672369887,11.7637993622977,19.8731763814853
"Poland",2.22235611850315,1.78921486039133,1.32503074629034,0.137351640248507,292.687239597793,31.3906387229753,587.851216910051,8.87485316260606,25.5333333333333,0.1,3.4601555719309,9.78566678365072,94.955331955294,97.7017806641812,10.4413334528605,5.70961666666667,22.463768115942,5.72154666666667,7.40368666666667,0.5724453,0.645776066666667,1.04629066666667,0.956530833333333,0.743386733333333,2.5,2.1982,99.8,NA,NA,99,6.5,100,60.7753333333333,312680,38411311.5790932,122.845438080764,19.3110143084487,52.1482602193319,261.296600874818
"Portugal",1.67569120044863,1.29144640355771,1.25974364141293,0.188323362806679,1336.14765943261,166.68727142912,2484.39085819256,62.5088486050368,28.2666666666667,0.233333333333333,2.60964081459226,12.9913336435954,98.9222353173836,99.6841165228174,13.4673334757487,6.49000333333333,28.2608695652174,6.44107,NA,1.0545243,0.9974857,0.744899633333333,0.724246166666667,1.04865233333333,2.5,4.10983333333333,NA,NA,NA,97.6666666666667,3.4,100,61.1656666666667,92210,10791864.6866133,117.035730252829,-8.05576558829569,39.6340497749782,1169.46038800349
"Qatar",4.28749430492456,3.8444167751462,2.15585920678387,0.00727283626341008,18528.1000964669,1162.22163966569,66220.1152135003,177.984593816371,NA,NA,0.342819339330503,0.496666659911474,100,99.9383002766089,3.01733326911927,6.10328,0,6.29675,6.43692,1.15849866666667,0.845403633333333,1.184062,0.6334773,0.8559288,NA,3.7273,100,NA,NA,94,1.2,100,98.6,11610,1919892.2257004,165.365394117175,51.1835025789133,25.3218509742067,17365.8784568012
"Romania",4.04790998693394,4.29671951000946,1.45685089653174,0.159010609835702,395.544174342523,45.0587653053243,872.041852088027,9.6697746404008,25.1333333333333,1.73333333333333,5.07186421703739,6.97666676839193,79.8424452632396,100,6.2400000890096,7.91658333333333,11.9796270947367,7.96111,5.43603333333333,-0.234393066666667,-0.3021533,0.180677566666667,0.6185995,0.0490992333333333,2.5,2.52813333333333,98.8333333333333,0.1,NA,91.3333333333333,6.2,100,53.921,238390,20527974.4042736,86.1108872195711,24.9432524946354,45.857101035738,350.485409037199
"Russian Federation",3.02406575584962,3.75262910860497,1.6303772044203,0.12460228649449,61.4209057717648,5.42459033901204,164.33934164405,2.76188939777812,31.3,0,6.78820005662246,6.44699986775716,87.9677977473145,96.3162575739643,5.99666659037272,6.665035,13.7037037037037,6.72374,NA,-1.06596166666667,-0.453350466666667,-0.9151445,-0.346864833333333,-0.769710133333333,2.5,4.3846,99.3666666666667,NA,NA,97,8.6,100,73.7366666666667,17098250,145477992.773456,8.50835569566802,96.803318182901,61.9616634949229,55.9963154327528
"Rwanda",20.3607992470183,27.2240049334516,4.19617335361494,0.0269630617214843,2158.5006838379,8.72571495276444,135.460330645882,1.17050677056125,39.8,25.5,4.37030008334973,1.10400001207987,59.4642753300911,53.4435389565793,1.09233335653941,2.15157333333333,56.25,2.11025666666667,NA,0.423064233333333,-0.0107137666666667,-0.226608966666667,-0.146976333333333,-0.305463166666667,22.9333333333333,0.03395,69,3.16666666666667,79.0196024418028,97.3333333333333,NA,12.1899255116781,16.9383333333333,26340,10599022.589628,402.392657161274,29.9189639222429,-2.01351446583413,2149.77496888514
"Saudi Arabia",2.73832571247902,3.24744425218253,2.01269842282361,0.0231926935339071,644.871344290869,61.6240453585225,1658.1036247465,10.3715420337925,NA,NA,4.67730058988743,5.61333338419596,99.372884987204,98.980056389947,19.2080001831055,NA,0,NA,NA,-0.1010312,-0.0916486333333333,-0.390738266666667,0.0975014333333333,0.1184847,5.63333333333333,2.44036666666667,97,NA,0.0262614034942297,98,2.13333333333333,100,82.302,2149690,28854068.3362821,13.4224322280338,44.5163637682648,24.1232898391053,583.247298932346
"Senegal",25.6470790962751,24.9790857017669,4.78541561720372,0.035353125972481,1143.47597708451,3.90228339910295,212.189564776589,4.46182923935044,31,13.1,2.01671273546053,10.0439999898275,47.2234364065302,73.3345074670618,13.3086668650309,2.73829333333333,29.3333333333334,2.86947333333333,NA,-0.463646766666667,-0.514157333333333,-0.268949733333333,-0.191288333333333,-0.3814509,9.53333333333333,0.059,65.1,0.533333333333333,55.3668630526813,90.6666666666667,NA,55.9377288818359,44.188,196710,12794243.8775818,65.0411462436163,-14.5098027858594,14.354139988452,1139.57369368541
"Serbia",2.52016310110779,1.77205163382412,1.42692492841244,0.155778939248755,3915.90047904439,88.8238685705974,1498.28072371701,50.3560391707836,28.7,2.9,8.20344571088391,22.0613333384196,96.7619935357009,89.3140793030104,22.9583326975505,7.56983,25.6,7.48163,1.19412666666667,-0.2992578,-0.0792324666666667,-0.307307766666667,-0.0201593333333333,-0.3396898,2.6,2.4928,99.2333333333333,0.1,NA,92,5.63333333333333,99.7593176837359,55.188,88360,8984834.54044452,101.684410824406,20.8196519263826,44.2330365336516,3827.0766104738
"Sierra Leone",29.0537445235177,74.0445013565332,4.9107280765666,0.0320893997695763,3736.27036366581,17.7118620043379,195.221156241588,15.6472648021127,26.9,17.8,6.85669673042835,4.29700009028117,13.5464322254249,53.2249688063669,3.44433331489563,2.23722,12.8410201723985,2.50473,NA,-0.856264533333333,-1.21119933333333,-0.2283452,-0.7159128,-0.8804466,36.0666666666667,0.02315,60.8,1.6,453.285396364947,88.6666666666667,NA,13.6122998532512,39.2486666666667,72300,6566561.61201817,90.8238120611089,-11.7952574285599,8.53035372615305,3718.55850166147
"Slovenia",1.30153405660348,0.778111458658012,1.56861604726431,0.167720801373588,7633.91898354922,945.556887522378,13923.8112479683,149.566077336923,20.8666666666667,0,2.06714526706018,8.08066685994466,99.1088802603738,99.5514878446157,8.1870002746582,6.86726666666667,26.2962962962963,6.8771,1.87035333333333,0.9038071,1.0158675,0.923609733333333,0.696388233333333,1.025415,2.5,2.49126666666667,99.8666666666667,NA,NA,96,4.56666666666667,100,52.883,20270,2047430.70395,101.007928167242,14.9381523207957,46.1254220590104,6688.36209602684
"South Africa",20.3709249926562,16.6211875442393,2.38945798574888,0.0531769238729401,170.823936926635,11.0740781502518,235.523785554488,1.48384034262095,51.3,4.8,4.9348801226058,24.6926670074463,70.0553030269659,90.0884286144351,27.1219997406006,4.95209666666667,43,4.81244,NA,0.0258736333333333,0.3810411,-0.0102607,0.3839796,0.134686166666667,3.6,0.7258,NA,18.5,1.57469022276669,74.3333333333333,NA,84.3,62.7453333333333,1219090,51243435.1845763,42.0341690806883,25.0480138798617,-28.9470332599791,159.749858776383
"Spain",1.65787596749955,1.43446464399074,1.30346679405624,0.171219406886886,328.622059705187,48.3267687477872,679.84193195402,13.2763237924696,25.9,0.666666666666667,2.48067597603918,22.0123335520426,99.9039512634626,99.9953911550708,22.35733350118,6.99260666666667,36.1904761904762,6.96687,4.76394,1.105568,1.04757193333333,-0.108818533333333,1.05971983333333,1.15060766666667,2.5,3.07203333333333,NA,0.4,NA,97,3.1,100,78.6723333333333,505713.333333333,47100615.9072636,93.1369865152793,-3.61702060238737,40.3486561062267,280.2952909574
"Sri Lanka",4.51670305939681,3.41570024257111,2.14761168168844,0.075081779868869,393.544299244033,9.61520004472922,446.693227222829,8.4967174035967,32.2,0.3,6.82577702044198,4.26066668828329,91.7094517032813,85.9442864330344,6.89733330408732,7.95543,5.62962962962963,7.8535,6.79521666666667,-0.350469166666667,-0.1713234,-0.7949325,-0.1480072,-0.122054666666667,9.66666666666667,0.7425,NA,0.1,0.0593583547886295,99,3.55,87.2894651285807,18.211,65610,20674997.4018994,315.119606796211,80.6672357493165,7.7005344172481,383.929099199303
"Sudan",21.8888314701541,21.6364640350276,4.69168937660168,0.0322870680852484,227.911613739993,2.02568199351804,131.876233318451,4.60362102227102,NA,NA,22.300356225944,16.6973333358765,29.5767837892534,53.2791016320799,29.0166664123535,1.93723333333333,24.9043601631578,2.05116333333333,55.23483,-1.28451466666667,-1.380039,-2.48291933333333,-1.38336066666667,-1.27140133333333,21,0.28,72.4,0.2,30.2646840059623,91.6666666666667,0.766666666666667,35.9680519104004,33.214,NA,34294762.5082271,NA,29.8626040122579,15.9905850031167,225.885931746475
"Sweden",1.43011509120988,1.18753942183126,1.89644683369795,0.189500725282448,2473.78345429361,453.038557918232,4581.75083669889,72.2533355567627,21.6666666666667,0.366666666666667,1.66917209076713,8.12999979654948,99.3086872667381,99.9999987206453,7.99833329518636,5.81976333333333,44.7946513849092,5.85025666666667,7.24728666666667,2.261471,1.975429,1.16515166666667,1.821772,1.949243,2.5,3.9572,NA,NA,NA,98,2.66666666666667,100,85.3243333333333,449340,9508058.58517244,21.1600538237692,16.596265846848,62.8114849680803,2020.74489637538
"Switzerland",2.6089455375479,1.10371582240424,1.48488071773015,0.17166502137443,2572.887801985,273.334186071755,6952.05509286706,217.127632679253,25,0,0.0756747279053576,4.5666667620341,99.893440631895,100.000001039077,4.90566682815552,6.65972666666667,28.8333333333333,6.75376666666667,NA,2.08487833333333,1.878601,1.32575733333333,1.63434733333333,1.76920933333333,2.5,3.8541,NA,0.2,NA,95.6666666666667,4.9,100,73.6303333333333,41290,8052090.63508216,195.01309360819,8.11830061338549,46.7917376836676,2299.55361591324
"Tajikistan",15.008774266737,17.6923450577598,3.28256189732523,0.0299855815619176,1391.56395020981,8.19628782429866,278.452263426358,10.6919285299633,NA,NA,8.22742671465463,11.6196667353312,94.3324636676203,71.9395287985932,10.5243333180745,5.62887666666667,19.047619047619,6.00171333333333,5.594655,-1.26165266666667,-0.932615666666667,-1.099544,-0.998784033333333,-1.21208866666667,NA,2.09846666666667,88.0333333333333,0.1,0.0254253417925023,94.3333333333333,4.9,99.399223836263,26.5286666666667,142550,7946884.63127457,55.7480507279872,71.0344350489611,38.5830814642108,1383.36766238551
"Thailand",3.7003758895882,4.311256700406,1.43786386889038,0.0895373045101724,55.9605819045489,6.60325835019844,203.020321299327,0.966354105827601,30.3333333333333,0,3.3570928363945,0.620666662851969,96.2607496910037,98.1050832807171,0.609666665395101,5.20163,14.9730796335448,5.02488333333333,NA,-0.3411636,0.2060986,-1.26431766666667,0.2063079,-0.1865681,9.93333333333333,0.3906,99.6,1.43333333333333,2.34017204472348,99,2.1,99.1750129847318,44.6663333333333,513120,68077204.0975283,132.673066919099,101.006133546261,15.0169749914165,49.3573235543505
"Timor-Leste",15.6883650533135,16.665338817173,4.83941201914137,0.0483008566415603,53584.4731565278,165.853726508466,8410.67888903587,11.2790432787011,NA,NA,10.6887089036988,3.53566670417786,46.9336925621288,65.9450936274695,4.36566654841105,4.10656333333333,33.3333333333333,4.12713666666667,20.8948866666667,-0.7683884,-1.18627866666667,-0.404899333333333,-1.056574,-1.16250966666667,31.6333333333333,0.0785,29.3,0.1,46.0907180845712,74,5.9,46.5199508666992,28.0796666666667,14870,1131140.65008691,76.0686382035582,125.966300273684,-8.767760362467,53418.6194300194
"Togo",25.4539748352773,39.7097978548736,4.66672756846996,0.0270591450484483,1137.33125076215,5.02623803785034,193.897025004372,7.04914652795417,34.5,23.8,2.52888054796891,2.14199999968211,13.6818356450159,58.4269372893874,1.80200000603994,NA,11.1111111111111,3.90343,NA,-0.989949833333333,-1.35664,-0.242801566666667,-0.9074569,-0.9094674,23.1666666666667,0.2554,43.9,2.73333333333333,323.993075742271,84,0.7,36.6114421290572,38.037,56790,6555054.74491523,115.426214913105,0.996403943670358,8.43954195466962,1132.3050127243
"Trinidad and Tobago",10.2840624831754,5.36277130863954,1.64382899791815,0.0893491567264862,8347.12314360927,741.139120378786,23314.1789181146,517.535126166911,NA,NA,8.30553819377572,3.49200002352397,92.8750149352882,96.7636905592769,4.18466671307882,NA,28.5714285714286,NA,NA,-0.146294666666667,0.333968333333333,0.0648449333333333,0.394417733333333,-0.1548206,8.26666666666667,1.81395,99,1.1,NA,90.6666666666667,2.4,99.6571477254232,53.844,5130,1352610.5978626,263.666783209084,-61.3303669144497,10.4282370892019,7605.98402323048
"Tunisia",7.0346609377333,4.81588883607815,2.10352373460346,0.0727416705554637,2044.72737039326,41.0875860062644,945.386238896103,24.7693933607632,27,0.4,3.73028412605745,16.3376661936442,86.9932978051065,93.2301979245355,24.0180002848307,6.641955,27.0087715520335,6.370265,NA,-0.125091033333333,0.0688727666666667,-0.379678366666667,-0.137074366666667,-0.0666053,3.33333333333333,1.222,73.6,0.1,NA,97,2.1,99.5,66.9376666666667,163610,10911122.1985112,66.6898245737497,9.53471612069584,34.1729390368824,2003.63978438699
"Turkey",8.80859470916822,7.10083462801934,1.61344598515165,0.0751143733994374,218.50204360909,10.6467200157103,254.921585087302,1.95441483802886,30.1,0.0333333333333333,7.97663128060079,9.20166651407877,93.3769126343902,98.1309643996064,10.2690003712972,5.77791,12.4903681624993,6.01228666666667,1.37228666666667,0.0770730666666667,0.350710166666667,-1.0319382,0.363032133333333,0.0739133,2.5,1.7204,NA,NA,0,97,2.56666666666667,99.9654795328776,71.4003333333333,785350,75448106.673524,96.0694043083007,35.1169001509384,39.0683719406147,207.85532359338
"Turkmenistan",13.6571284864379,12.3117493673838,3.06406525753446,0.0451754543769905,821.605282086299,47.8393524443808,2400.97804107169,81.2636094544656,NA,NA,NA,4.00466664632161,96.1107314328372,95.3575874881395,2.28200006484985,NA,16.8,NA,NA,-1.502133,-1.47483133333333,0.332107533333333,-2.04008033333333,-1.44894033333333,4.86666666666667,2.2653,NA,NA,0,96.6666666666667,7.5,99.9559961954752,48.8303333333333,488100,4636058.19677134,9.49817290877143,59.2754302623614,39.0912401801758,773.765929641918
"Uganda",26.1194638456054,33.1977362015446,5.93179570981175,0.0230057696212569,302.114036385151,1.9547203026526,51.0514176195449,1.7275550505071,32.9,10.7,10.5934810246616,3.585666735967,18.2626161695565,40.6647785204781,4.27566655476888,NA,33.7455100289265,NA,NA,-0.9421864,-0.536884933333333,-0.9485421,-0.1895016,-0.368934,NA,0.10725,57.4,6.76666666666667,378.273031857048,81.6666666666667,0.5,15.1947783152262,19.9016666666667,241550,33443164.5822718,138.452347680695,32.3575503199869,1.29548550350973,300.159316082498
"Ukraine",4.52084629258068,4.68246321734607,1.43468869336624,0.148808726491718,283.748200625794,5.78058188289018,177.320100343897,5.41016994430061,20.8666666666667,0,5.96579456178004,7.8266666730245,95.8065641228544,94.6198724090563,6.6453332901001,6.49340333333333,8.47940074906367,6.56676333333333,5.51657,-1.05147433333333,-0.730633166666667,-0.0498582333333333,-0.5714562,-0.803110766666667,2.5,3.48606666666667,99.6,0.9,NA,59.3333333333333,9.1,99.9325378471887,68.689,603550,46082533.270356,76.3524700030752,31.2291220702665,49.1488226084035,277.967618742903
"United Arab Emirates",2.65004811919733,2.73798309674808,1.45357528949343,0.00464487791432214,2431.36795666657,194.067351072056,6780.0437688839,42.6375065650418,NA,NA,0.805866261413354,2.51266670227051,98.561329926849,95.8510972724822,5.94066651662191,NA,19.1666666666667,NA,NA,1.0457672,1.03427803333333,0.859061666666667,0.4819057,0.4557685,5.46666666666667,1.44436666666667,NA,NA,0,95,1.36666666666667,100,84.4196666666667,83600,8600739.35457095,102.879657351327,54.2067147615963,23.8686336533476,2237.30060559451
"United Kingdom",2.48503456698604,1.67168448602434,1.86198403809398,0.163600968289094,271.048281739272,49.7704495172824,578.321111986312,4.73912824241697,25.5666666666667,0.166666666666667,2.97400065601471,7.90300003687541,99.1171896326359,99.9999984690343,7.19799995422363,6.73395666666667,22.2564102564103,6.72138333333333,2.56412666666667,1.63169033333333,1.558274,0.388598833333333,1.67786666666667,1.71115666666667,2.5,2.65116666666667,NA,NA,NA,94.6666666666667,2.9,100,81.5696666666667,243610,64060509.931875,262.963383817885,-2.85313539518056,53.9147734805371,221.277832221989
"Uruguay",4.6384832388729,3.87987283502219,1.97922256243474,0.139703614182293,2528.7021617815,387.893027273511,5285.39757657698,88.9281672432697,31.4666666666667,0.0333333333333333,7.62976891284909,6.63866678873698,95.4021136268566,98.5586365869403,8.62533315022786,6.60092,13.1313131313131,6.29397,12.225845,1.30456333333333,0.540866366666667,0.8304169,0.421961733333333,0.676931033333333,2.5,3.736,99.6,NA,NA,95,2.23333333333333,99.1695206705729,94.5883333333333,176220,3371852.782835,19.1343365272671,-56.0032786665485,-32.7809043652308,2140.80913450799
"Uzbekistan",11.283433775371,10.5099588191035,2.67071559257323,0.0326942242181569,178.917164721354,5.9111237719259,152.258810208229,4.30445535352048,NA,NA,NA,5.06333335240682,99.0583620830221,96.4659062314596,4.81300020217896,7.26819666666667,22,7.28573,6.56115666666667,-1.323114,-0.7698157,-0.612965566666667,-1.56380766666667,-1.38400166666667,9.46666666666667,2.4973,100,0.1,0.00050097364227376,99,4.3,99.9948374430338,51.052,447400,29651183.4026819,66.2744376456905,63.2036395282318,41.7486026646522,173.006040949428
"Zambia",21.6240779267867,31.0178632031979,5.06258015079039,0.0240130613897002,1061.34343970246,8.64906465965486,239.751387457533,1.86820677854678,45.2,33,7.16901928398432,10.4609999656677,25.4739290139423,56.3997302594994,10.5703331629435,NA,12.3142250530785,NA,NA,-0.395565066666667,-0.662169066666667,0.562029233333333,-0.453952,-0.437291,NA,0.1307,NA,12.4333333333333,188.934509550959,80.6666666666667,2,23.7411034901937,39.8533333333333,752610,14105437.6701931,18.7420279695899,27.7275919187606,-13.3950675535242,1052.69437504281
"Zimbabwe",23.6845397224785,29.4265181037288,3.99088756047295,0.0312670019842623,756.799192632532,7.68799557099522,148.739314125819,4.04593767533256,33.8,5.2,3.4111211321163,5.32200002670288,40.3482801860803,67.0001189866128,5.92233339945475,3.00737,14.9532710280374,3.10252,4.7274,-1.37959166666667,-1.406614,-0.942668166666667,-1.96469166666667,-1.74428233333333,NA,0.0965333333333333,66.2,14.9,79.1079219857449,92.3333333333333,1.7,36.563978322347,33.015,390760,13217771.9498079,33.825805992957,29.7885483718925,-18.9069879478588,749.111197061536
